"k","alpha","omega","stabilite"
2,0.05,0.3,0.520523244740918
3,0.05,0.3,0.98389601262212
4,0.05,0.3,0.922656513697117
5,0.05,0.3,0.851341913027157
6,0.05,0.3,0.823048937417138
2,0.1,0.3,0.478787853680701
3,0.1,0.3,0.978736217440743
4,0.1,0.3,0.925006094105524
5,0.1,0.3,0.86338081052424
6,0.1,0.3,0.800562250945961
2,0.15,0.3,0.50310806932723
3,0.15,0.3,0.968072130713644
4,0.15,0.3,0.93931384081476
5,0.15,0.3,0.864130627049933
6,0.15,0.3,0.809964273095703
2,0.2,0.3,0.454852091490931
3,0.2,0.3,0.945891202546639
4,0.2,0.3,0.901002779009712
5,0.2,0.3,0.841362402531666
6,0.2,0.3,0.834544056551256
2,0.25,0.3,0.53342795527563
3,0.25,0.3,0.94600507153865
4,0.25,0.3,0.894301672947413
5,0.25,0.3,0.821985129964477
6,0.25,0.3,0.79272131670787
2,0.3,0.3,0.539051903573693
3,0.3,0.3,0.935843072691649
4,0.3,0.3,0.885647707010176
5,0.3,0.3,0.817799581872509
6,0.3,0.3,0.792173978235726
2,0.35,0.3,0.550494224110827
3,0.35,0.3,0.930922838224287
4,0.35,0.3,0.883858424712668
5,0.35,0.3,0.779295584973985
6,0.35,0.3,0.793354930661908
2,0.4,0.3,0.539009638373794
3,0.4,0.3,0.91790383851695
4,0.4,0.3,0.89727237401072
5,0.4,0.3,0.718229003623079
6,0.4,0.3,0.78373512001678
2,0.45,0.3,0.572705898055877
3,0.45,0.3,0.917985512269541
4,0.45,0.3,0.921265897914446
5,0.45,0.3,0.756885658217831
6,0.45,0.3,0.78120816553598
2,0.5,0.3,0.542399479492955
3,0.5,0.3,0.938205217451305
4,0.5,0.3,0.929284199584005
5,0.5,0.3,0.705599838088225
6,0.5,0.3,0.765908896899085
2,0.55,0.3,0.620372713180687
3,0.55,0.3,0.932308756449632
4,0.55,0.3,0.929487696897204
5,0.55,0.3,0.824033895194094
6,0.55,0.3,0.7677745732146
2,0.6,0.3,0.603599274127334
3,0.6,0.3,0.944664292176411
4,0.6,0.3,0.928691745939445
5,0.6,0.3,0.830194152489315
6,0.6,0.3,0.756253100229566
2,0.65,0.3,0.575299749212606
3,0.65,0.3,0.908089334771025
4,0.65,0.3,0.931901392063983
5,0.65,0.3,0.864725773981972
6,0.65,0.3,0.784310909844259
2,0.7,0.3,0.616385403488644
3,0.7,0.3,0.922658827642296
4,0.7,0.3,0.926909326374167
5,0.7,0.3,0.873166891775698
6,0.7,0.3,0.755597877241642
2,0.75,0.3,0.610126172897824
3,0.75,0.3,0.881458270343399
4,0.75,0.3,0.901686790458236
5,0.75,0.3,0.865180337186188
6,0.75,0.3,0.751093312532214
2,0.8,0.3,0.65802817127412
3,0.8,0.3,0.86792474389491
4,0.8,0.3,0.886879263328263
5,0.8,0.3,0.858075715267612
6,0.8,0.3,0.742547622235182
2,0.85,0.3,0.627677255342849
3,0.85,0.3,0.878858094627702
4,0.85,0.3,0.916367340926167
5,0.85,0.3,0.882367474110291
6,0.85,0.3,0.852837929450636
2,0.9,0.3,0.642967041538573
3,0.9,0.3,0.893810464650915
4,0.9,0.3,0.914376622982173
5,0.9,0.3,0.892681641358842
6,0.9,0.3,0.846369000347953
2,0.95,0.3,0.64370183691746
3,0.95,0.3,0.882715676143352
4,0.95,0.3,0.898249302596122
5,0.95,0.3,0.901345476367351
6,0.95,0.3,0.861105183016652
2,1,0.3,0.633634732717217
3,1,0.3,0.90161382510142
4,1,0.3,0.900432355573563
5,1,0.3,0.91122372479031
6,1,0.3,0.871676104619151
2,0,0.35,0.589944284343533
3,0,0.35,0.964129150454573
4,0,0.35,0.885043518771206
5,0,0.35,0.91309120103176
6,0,0.35,0.835607001759755
2,0.05,0.35,0.557298132168991
3,0.05,0.35,0.982240034415431
4,0.05,0.35,0.918850179669826
5,0.05,0.35,0.9005789196167
6,0.05,0.35,0.845187988631938
2,0.1,0.35,0.573472562134517
3,0.1,0.35,0.977367571931115
4,0.1,0.35,0.923526362017518
5,0.1,0.35,0.885358783820372
6,0.1,0.35,0.860945098025219
2,0.15,0.35,0.52872240927703
3,0.15,0.35,0.965019213689075
4,0.15,0.35,0.916009363991904
5,0.15,0.35,0.902467984202346
6,0.15,0.35,0.861391647802867
2,0.2,0.35,0.589362794166196
3,0.2,0.35,0.941826889726936
4,0.2,0.35,0.910796083284571
5,0.2,0.35,0.877151775201942
6,0.2,0.35,0.810035854454077
2,0.25,0.35,0.571338099348724
3,0.25,0.35,0.944896804262129
4,0.25,0.35,0.87829876393162
5,0.25,0.35,0.874787683687407
6,0.25,0.35,0.821533523616111
2,0.3,0.35,0.549503860921621
3,0.3,0.35,0.930703701738381
4,0.3,0.35,0.907609500874475
5,0.3,0.35,0.837461670389208
6,0.3,0.35,0.813668511312457
2,0.35,0.35,0.566590945775593
3,0.35,0.35,0.918819740557757
4,0.35,0.35,0.92428183240382
5,0.35,0.35,0.782786432960337
6,0.35,0.35,0.813574900997562
2,0.4,0.35,0.581327788776963
3,0.4,0.35,0.927435201646765
4,0.4,0.35,0.92604323500363
5,0.4,0.35,0.760359354905066
6,0.4,0.35,0.813921535190885
2,0.45,0.35,0.633805565510526
3,0.45,0.35,0.916396379839452
4,0.45,0.35,0.926239319215165
5,0.45,0.35,0.749940898933054
6,0.45,0.35,0.794244371572192
2,0.5,0.35,0.627170264926028
3,0.5,0.35,0.933448109526123
4,0.5,0.35,0.920022541573684
5,0.5,0.35,0.730911185466078
6,0.5,0.35,0.786841479683276
2,0.55,0.35,0.627414853639264
3,0.55,0.35,0.918279447354346
4,0.55,0.35,0.909011976887206
