"k","alpha","omega","stabilite"
3,0.55,0.35,0.894614883753207
4,0.55,0.35,0.880010760224653
5,0.55,0.35,0.782567232157236
6,0.55,0.35,0.807693161069078
2,0.6,0.35,0.974598025484397
3,0.6,0.35,0.883196199516142
4,0.6,0.35,0.887220548874036
5,0.6,0.35,0.790160782948413
6,0.6,0.35,0.803280461746218
2,0.65,0.35,0.962376799914312
3,0.65,0.35,0.864712143027047
4,0.65,0.35,0.874678139268269
5,0.65,0.35,0.751108257410562
6,0.65,0.35,0.781739735190657
2,0.7,0.35,0.961385808020166
3,0.7,0.35,0.873975070996339
4,0.7,0.35,0.877871236252869
5,0.7,0.35,0.736050508855718
6,0.7,0.35,0.761363532379392
2,0.75,0.35,0.957735709767372
3,0.75,0.35,0.864653115100902
4,0.75,0.35,0.876607880390935
5,0.75,0.35,0.726484580623231
6,0.75,0.35,0.725923245746069
2,0.8,0.35,0.926548272281979
3,0.8,0.35,0.901588679800511
4,0.8,0.35,0.876181639021666
5,0.8,0.35,0.710756703936211
6,0.8,0.35,0.749171625099373
2,0.85,0.35,0.934956758600447
3,0.85,0.35,0.887069390562466
4,0.85,0.35,0.86318106259274
5,0.85,0.35,0.819674126522369
6,0.85,0.35,0.714539116837845
2,0.9,0.35,0.925959451055436
3,0.9,0.35,0.883668945744333
4,0.9,0.35,0.864155360889711
5,0.9,0.35,0.820464323691217
6,0.9,0.35,0.771116403959705
2,0.95,0.35,0.913600520253157
3,0.95,0.35,0.870536022396686
4,0.95,0.35,0.871802704457555
5,0.95,0.35,0.816531677443885
6,0.95,0.35,0.799167747956442
2,1,0.35,0.891218130784343
3,1,0.35,0.885663694675786
4,1,0.35,0.902891846712348
5,1,0.35,0.815173526364163
6,1,0.35,0.805796185673446
2,0,0.4,0.960562634338624
3,0,0.4,0.88831466941802
4,0,0.4,0.778527228371198
5,0,0.4,0.796680282359323
6,0,0.4,0.85397763874782
2,0.05,0.4,0.909120658295514
3,0.05,0.4,0.903135558929985
4,0.05,0.4,0.755640372131121
5,0.05,0.4,0.757021985900362
6,0.05,0.4,0.89502979445045
2,0.1,0.4,0.926692360211019
3,0.1,0.4,0.909396498854885
4,0.1,0.4,0.747803361810798
5,0.1,0.4,0.722924317441787
6,0.1,0.4,0.853153120934978
2,0.15,0.4,0.937381640073464
3,0.15,0.4,0.897946347993005
4,0.15,0.4,0.753489098863151
5,0.15,0.4,0.734712720859601
6,0.15,0.4,0.859622025488682
2,0.2,0.4,0.951888101026465
3,0.2,0.4,0.914584318231174
4,0.2,0.4,0.762751613314843
5,0.2,0.4,0.800894375904213
6,0.2,0.4,0.84710414029934
2,0.25,0.4,0.949779154926457
3,0.25,0.4,0.918274755087379
4,0.25,0.4,0.699854322496706
5,0.25,0.4,0.812116593390243
6,0.25,0.4,0.847826688308202
2,0.3,0.4,0.959434180975955
3,0.3,0.4,0.914545940206513
4,0.3,0.4,0.728356909606364
5,0.3,0.4,0.82830040666528
6,0.3,0.4,0.85611577088247
2,0.35,0.4,0.960452203424393
3,0.35,0.4,0.926288628471661
4,0.35,0.4,0.785099159474824
5,0.35,0.4,0.826768543582176
6,0.35,0.4,0.871143516631747
2,0.4,0.4,0.95484106061744
3,0.4,0.4,0.914643221028062
4,0.4,0.4,0.83447110772916
5,0.4,0.4,0.868257540693179
6,0.4,0.4,0.840928939794827
2,0.45,0.4,0.959723641040955
3,0.45,0.4,0.900561222568007
4,0.45,0.4,0.847909484461688
5,0.45,0.4,0.861970433672351
6,0.45,0.4,0.850104019007312
2,0.5,0.4,0.950151612863556
3,0.5,0.4,0.895152730468886
4,0.5,0.4,0.871354379369197
5,0.5,0.4,0.854386008518975
6,0.5,0.4,0.851931540438928
2,0.55,0.4,0.955360216593368
3,0.55,0.4,0.904421378561706
4,0.55,0.4,0.877385870876347
5,0.55,0.4,0.833328823882851
6,0.55,0.4,0.839826448622678
2,0.6,0.4,0.958442542009018
3,0.6,0.4,0.900970852419782
4,0.6,0.4,0.880111990907886
5,0.6,0.4,0.830566039337795
6,0.6,0.4,0.822153679538999
2,0.65,0.4,0.950083198684681
3,0.65,0.4,0.863186846113814
4,0.65,0.4,0.88162313684617
5,0.65,0.4,0.848287611564486
6,0.65,0.4,0.806893235489496
2,0.7,0.4,0.948525136732403
3,0.7,0.4,0.876047213166233
4,0.7,0.4,0.882802628745453
5,0.7,0.4,0.795239557644797
6,0.7,0.4,0.772809320733566
2,0.75,0.4,0.94708002046102
3,0.75,0.4,0.894510177080194
4,0.75,0.4,0.865634385438665
5,0.75,0.4,0.769936083020505
6,0.75,0.4,0.750436313148734
2,0.8,0.4,0.933889235597778
3,0.8,0.4,0.854875470915231
4,0.8,0.4,0.844402843431498
5,0.8,0.4,0.700997475591818
6,0.8,0.4,0.730839399068518
2,0.85,0.4,0.940944390124024
3,0.85,0.4,0.878810830117562
4,0.85,0.4,0.873521331000143
5,0.85,0.4,0.689361894622322
6,0.85,0.4,0.715341341960838
2,0.9,0.4,0.94409649079242
3,0.9,0.4,0.873582784750324
4,0.9,0.4,0.885435455670567
5,0.9,0.4,0.791202444986862
6,0.9,0.4,0.712764255612922
2,0.95,0.4,0.942683306488568
3,0.95,0.4,0.871131824166982
4,0.95,0.4,0.874335678127878
5,0.95,0.4,0.804839663154055
6,0.95,0.4,0.74652792471818
2,1,0.4,0.915029494739516
3,1,0.4,0.869565709095753
4,1,0.4,0.885663099089786
5,1,0.4,0.806138645833306
6,1,0.4,0.789125713795487
2,0,0.45,0.974929269495745
3,0,0.45,0.692594613152023
4,0,0.45,0.83187693832303
5,0,0.45,0.830321697963409
6,0,0.45,0.881339070470374
2,0.05,0.45,0.95689543999329
3,0.05,0.45,0.823194941090541
4,0.05,0.45,0.807127640653283
5,0.05,0.45,0.80410415956928
6,0.05,0.45,0.883830648686437
2,0.1,0.45,0.935540418769695
3,0.1,0.45,0.827872659699419
4,0.1,0.45,0.791364044919692
5,0.1,0.45,0.809459448883204
6,0.1,0.45,0.872018628309675
2,0.15,0.45,0.949543995018101
3,0.15,0.45,0.846025227633067
4,0.15,0.45,0.79909737791738
5,0.15,0.45,0.771640251781355
6,0.15,0.45,0.864656814943835
2,0.2,0.45,0.952252322517475
3,0.2,0.45,0.857130987829943
4,0.2,0.45,0.79091435855193
5,0.2,0.45,0.775441600476823
6,0.2,0.45,0.863525793763649
2,0.25,0.45,0.955138141731949
3,0.25,0.45,0.876908489918352
4,0.25,0.45,0.785863373225991
5,0.25,0.45,0.77810196446294
6,0.25,0.45,0.869715534463354
2,0.3,0.45,0.960301561613455
3,0.3,0.45,0.887510854732839
4,0.3,0.45,0.752327151188827
5,0.3,0.45,0.811068146440284
6,0.3,0.45,0.843787858738174
2,0.35,0.45,0.966977232228108
3,0.35,0.45,0.900072837500055
4,0.35,0.45,0.681943884589645
5,0.35,0.45,0.833185590427124
6,0.35,0.45,0.88207227149331
2,0.4,0.45,0.960507924544036
3,0.4,0.45,0.883238489113249
4,0.4,0.45,0.728831900399306
5,0.4,0.45,0.840799310784723
6,0.4,0.45,0.856402245657328
2,0.45,0.45,0.939884216645856
3,0.45,0.45,0.902063243856345
4,0.45,0.45,0.77597821365905
5,0.45,0.45,0.84483899620518
6,0.45,0.45,0.848818734600901
2,0.5,0.45,0.930151075894543
3,0.5,0.45,0.904777591973451
4,0.5,0.45,0.803231390184377
5,0.5,0.45,0.847349117337628
6,0.5,0.45,0.843958299123418
2,0.55,0.45,0.946307744799632
3,0.55,0.45,0.896914545500626
4,0.55,0.45,0.865109055629823
5,0.55,0.45,0.858869628146329
6,0.55,0.45,0.834065450817214
2,0.6,0.45,0.938533012504078
3,0.6,0.45,0.893401994116088
4,0.6,0.45,0.844234403283823
5,0.6,0.45,0.828964939214087
6,0.6,0.45,0.825236507209808
2,0.65,0.45,0.938958841331353
3,0.65,0.45,0.894977169582751
4,0.65,0.45,0.885682203018235
5,0.65,0.45,0.85584254358388
6,0.65,0.45,0.812931818685648
2,0.7,0.45,0.937495460041947
3,0.7,0.45,0.889725132783065
4,0.7,0.45,0.895956556112666
5,0.7,0.45,0.819169189612286
6,0.7,0.45,0.780474592301469
2,0.75,0.45,0.930582039355268
3,0.75,0.45,0.885254233114768
4,0.75,0.45,0.89138158819536
5,0.75,0.45,0.827360363982509
6,0.75,0.45,0.789137380063834
2,0.8,0.45,0.942925978428238
3,0.8,0.45,0.885896999541214
4,0.8,0.45,0.910147997948653
5,0.8,0.45,0.737975616998957
6,0.8,0.45,0.694338814914293
2,0.85,0.45,0.94759546641789
3,0.85,0.45,0.88749796905978
4,0.85,0.45,0.893787800442737
5,0.85,0.45,0.70336507390328
6,0.85,0.45,0.757745779696366
2,0.9,0.45,0.938887050107008
3,0.9,0.45,0.883054658177585
4,0.9,0.45,0.893119370239563
5,0.9,0.45,0.650931663281834
6,0.9,0.45,0.694250233539712
2,0.95,0.45,0.936188584377999
3,0.95,0.45,0.850347136270322
4,0.95,0.45,0.884461765613564
5,0.95,0.45,0.830150800294415
6,0.95,0.45,0.699486457519297
2,1,0.45,0.928848721708872
3,1,0.45,0.866268743734377
4,1,0.45,0.879150153900636
5,1,0.45,0.836853050741042
6,1,0.45,0.713340842141155
2,0,0.5,0.976656213753031
3,0,0.5,0.738298282446065
4,0,0.5,0.858544059368261
5,0,0.5,0.84856060981709
6,0,0.5,0.878293033018631
2,0.05,0.5,0.949340288187587
3,0.05,0.5,0.77569307970542
4,0.05,0.5,0.860287021315117
5,0.05,0.5,0.849629223140787
6,0.05,0.5,0.880776911368464
2,0.1,0.5,0.944937795915802
3,0.1,0.5,0.754815373391362
4,0.1,0.5,0.84861000833559
5,0.1,0.5,0.819577233630585
6,0.1,0.5,0.876351568018246
2,0.15,0.5,0.937470099145992
3,0.15,0.5,0.780803442251612
4,0.15,0.5,0.834114320286935
5,0.15,0.5,0.812407713831287
6,0.15,0.5,0.903637072236729
2,0.2,0.5,0.936184396633193
3,0.2,0.5,0.736129622767066
4,0.2,0.5,0.806515600644131
5,0.2,0.5,0.808951269450567
6,0.2,0.5,0.88969811710186
2,0.25,0.5,0.94829870031484
3,0.25,0.5,0.684922086985559
4,0.25,0.5,0.827325363009227
5,0.25,0.5,0.776366011275259
6,0.25,0.5,0.866142607562398
2,0.3,0.5,0.957261177616752
3,0.3,0.5,0.688275395960934
4,0.3,0.5,0.82603209064929
5,0.3,0.5,0.757803957527517
6,0.3,0.5,0.882453628776793
2,0.35,0.5,0.953572457584655
3,0.35,0.5,0.864517529570517
4,0.35,0.5,0.821992223198785
5,0.35,0.5,0.770361748656404
6,0.35,0.5,0.864612686519149
2,0.4,0.5,0.956507615323147
3,0.4,0.5,0.858545729513285
4,0.4,0.5,0.760107941489204
5,0.4,0.5,0.836967936369732
6,0.4,0.5,0.875965839550181
2,0.45,0.5,0.948629075611715
3,0.45,0.5,0.876199842195122
4,0.45,0.5,0.70853856368592
5,0.45,0.5,0.870219652514725
6,0.45,0.5,0.844023643918079
2,0.5,0.5,0.945824450060089
3,0.5,0.5,0.877251291392456
4,0.5,0.5,0.773518861512852
5,0.5,0.5,0.853516749573775
6,0.5,0.5,0.834277695579635
2,0.55,0.5,0.933349962520103
3,0.55,0.5,0.875770990884881
4,0.55,0.5,0.778304533110093
5,0.55,0.5,0.85708625249364
6,0.55,0.5,0.831138436884447
2,0.6,0.5,0.920690331422266
3,0.6,0.5,0.904440190110752
4,0.6,0.5,0.833004324720256
5,0.6,0.5,0.835572141012594
6,0.6,0.5,0.822696987723528
2,0.65,0.5,0.911332649194185
3,0.65,0.5,0.878155110027245
4,0.65,0.5,0.863848136792034
5,0.65,0.5,0.853932879733029
6,0.65,0.5,0.800636306791299
2,0.7,0.5,0.90580286677363
3,0.7,0.5,0.880981470297995
4,0.7,0.5,0.878524641381447
5,0.7,0.5,0.845473082387367
6,0.7,0.5,0.764791395130348
2,0.75,0.5,0.923944823024014
3,0.75,0.5,0.874531710023124
4,0.75,0.5,0.885219422184321
5,0.75,0.5,0.828247139911668
6,0.75,0.5,0.777100434872331
2,0.8,0.5,0.924024303453615
3,0.8,0.5,0.893728641936976
4,0.8,0.5,0.917913258851171
5,0.8,0.5,0.80567889770728
6,0.8,0.5,0.801604401468268
2,0.85,0.5,0.944695585956621
3,0.85,0.5,0.895530064708095
4,0.85,0.5,0.910980079752535
5,0.85,0.5,0.728556984307758
6,0.85,0.5,0.764738370765863
2,0.9,0.5,0.94555330166386
3,0.9,0.5,0.887191303982178
4,0.9,0.5,0.912693601902324
5,0.9,0.5,0.658850621951225
6,0.9,0.5,0.721194354252838
2,0.95,0.5,0.955831841052142
3,0.95,0.5,0.886534786455298
4,0.95,0.5,0.914642639407652
5,0.95,0.5,0.822888176882152
6,0.95,0.5,0.672558511291998
2,1,0.5,0.931387049620377
3,1,0.5,0.870453831564566
4,1,0.5,0.862057745551318
5,1,0.5,0.814081323533992
6,1,0.5,0.638965463504461
2,0,0.55,0.971615497815081
3,0,0.55,0.817434119312282
4,0,0.55,0.873587413851928
5,0,0.55,0.833048536276443
6,0,0.55,0.84907848126791
2,0.05,0.55,0.974559737634304
3,0.05,0.55,0.784450566569639
4,0.05,0.55,0.865661570792817
5,0.05,0.55,0.837428302918513
6,0.05,0.55,0.872645894780601
2,0.1,0.55,0.945658042562597
3,0.1,0.55,0.817129424681748
4,0.1,0.55,0.867607979638487
5,0.1,0.55,0.835769916616584
6,0.1,0.55,0.874381884940075
2,0.15,0.55,0.936282521339538
3,0.15,0.55,0.83343763174257
4,0.15,0.55,0.858986625785845
5,0.15,0.55,0.845897677222305
6,0.15,0.55,0.900874725868859
2,0.2,0.55,0.929648875837411
3,0.2,0.55,0.81548445188424
4,0.2,0.55,0.859765728920341
5,0.2,0.55,0.835718152304819
6,0.2,0.55,0.911749678058882
2,0.25,0.55,0.946708457324453
3,0.25,0.55,0.825523631335876
4,0.25,0.55,0.830315775922169
5,0.25,0.55,0.832701729232526
6,0.25,0.55,0.895596637991246
2,0.3,0.55,0.953779972060734
3,0.3,0.55,0.769752562669226
4,0.3,0.55,0.846383462874102
5,0.3,0.55,0.80484791890008
6,0.3,0.55,0.885027542986308
2,0.35,0.55,0.95398869466493
3,0.35,0.55,0.731108659606249
4,0.35,0.55,0.849314841105023
5,0.35,0.55,0.779336050826873
6,0.35,0.55,0.873245993956162
2,0.4,0.55,0.951110654264468
3,0.4,0.55,0.833565923836303
4,0.4,0.55,0.829842605616871
5,0.4,0.55,0.777091993283695
6,0.4,0.55,0.863035307670772
2,0.45,0.55,0.941150665517317
3,0.45,0.55,0.876243568970405
4,0.45,0.55,0.784265633092146
5,0.45,0.55,0.844434271686535
6,0.45,0.55,0.872916805813192
2,0.5,0.55,0.91853056096932
3,0.5,0.55,0.882529036063751
4,0.5,0.55,0.737872926362159
5,0.5,0.55,0.839698252915121
6,0.5,0.55,0.84193759780594
2,0.55,0.55,0.944207883494031
3,0.55,0.55,0.889444457060845
4,0.55,0.55,0.778072417766945
5,0.55,0.55,0.856095069315275
6,0.55,0.55,0.823723190813619
2,0.6,0.55,0.935424667538397
3,0.6,0.55,0.89590602210786
4,0.6,0.55,0.819931025482647
5,0.6,0.55,0.857272377436561
6,0.6,0.55,0.793105887019572
2,0.65,0.55,0.941182209578302
3,0.65,0.55,0.894948755992823
4,0.65,0.55,0.837126429873105
5,0.65,0.55,0.844763254285855
6,0.65,0.55,0.810300035996895
2,0.7,0.55,0.944498940584719
3,0.7,0.55,0.910096568575151
4,0.7,0.55,0.85518575405637
5,0.7,0.55,0.866862154796107
6,0.7,0.55,0.765333401276664
2,0.75,0.55,0.9651505724718
3,0.75,0.55,0.898773573047281
4,0.75,0.55,0.879673542023416
5,0.75,0.55,0.855205969360809
6,0.75,0.55,0.768410038014295
2,0.8,0.55,0.95634926311403
3,0.8,0.55,0.889574721778706
4,0.8,0.55,0.898573532016534
5,0.8,0.55,0.819165183304471
6,0.8,0.55,0.798815579087906
2,0.85,0.55,0.94587670854075
3,0.85,0.55,0.897998261045905
4,0.85,0.55,0.906602120803057
5,0.85,0.55,0.715093111091854
6,0.85,0.55,0.775485045496955
2,0.9,0.55,0.942217882453491
3,0.9,0.55,0.884853859044268
4,0.9,0.55,0.923426050573228
5,0.9,0.55,0.694089773199613
6,0.9,0.55,0.727942921437352
2,0.95,0.55,0.935672944883287
3,0.95,0.55,0.882749903952487
4,0.95,0.55,0.915584480841235
5,0.95,0.55,0.829963507247819
6,0.95,0.55,0.644109257149914
2,1,0.55,0.927267310538913
3,1,0.55,0.862080713574419
4,1,0.55,0.906288638213755
5,1,0.55,0.833833983064641
6,1,0.55,0.663898389161664
2,0,0.6,0.974442207450788
3,0,0.6,0.78679833073584
4,0,0.6,0.870836849363501
5,0,0.6,0.797214029240054
6,0,0.6,0.813864631272521
2,0.05,0.6,0.968785775020507
3,0.05,0.6,0.787778542150925
4,0.05,0.6,0.883431410946738
5,0.05,0.6,0.803020170960969
6,0.05,0.6,0.866613219809349
2,0.1,0.6,0.939478912721925
3,0.1,0.6,0.830243407738898
4,0.1,0.6,0.897570094955474
5,0.1,0.6,0.834912769830437
6,0.1,0.6,0.867850813863071
2,0.15,0.6,0.921309876317335
3,0.15,0.6,0.848006063003149
4,0.15,0.6,0.883121967317413
5,0.15,0.6,0.825927677737129
6,0.15,0.6,0.897281544611956
2,0.2,0.6,0.939065590142508
3,0.2,0.6,0.871095615240465
4,0.2,0.6,0.879612248952488
5,0.2,0.6,0.842687975612174
6,0.2,0.6,0.916691782428881
2,0.25,0.6,0.899444558135111
3,0.25,0.6,0.855635904240585
4,0.25,0.6,0.865488619952726
5,0.25,0.6,0.818774243719876
6,0.25,0.6,0.907837059642166
2,0.3,0.6,0.927916487230392
3,0.3,0.6,0.826931573227101
4,0.3,0.6,0.825342408521799
5,0.3,0.6,0.802237972164616
6,0.3,0.6,0.870184333790856
2,0.35,0.6,0.9580635352054
3,0.35,0.6,0.815052567873143
4,0.35,0.6,0.864317924705802
5,0.35,0.6,0.80600313514029
6,0.35,0.6,0.882975884844391
2,0.4,0.6,0.949247413342148
3,0.4,0.6,0.755868447354057
4,0.4,0.6,0.851939818687221
5,0.4,0.6,0.77608364177139
6,0.4,0.6,0.872458299595626
2,0.45,0.6,0.949147800784853
3,0.45,0.6,0.768072741297191
4,0.45,0.6,0.824191415652673
5,0.45,0.6,0.764315950527058
6,0.45,0.6,0.862019304173289
2,0.5,0.6,0.956652593914758
3,0.5,0.6,0.861811039801159
4,0.5,0.6,0.79886535532515
5,0.5,0.6,0.850383720790572
6,0.5,0.6,0.841295656201932
2,0.55,0.6,0.960371301002883
3,0.55,0.6,0.901300572263455
4,0.55,0.6,0.75986809395572
5,0.55,0.6,0.852307296451175
6,0.55,0.6,0.821979156900224
2,0.6,0.6,0.969299819014299
3,0.6,0.6,0.907801423416168
4,0.6,0.6,0.769812060968849
5,0.6,0.6,0.846491338593436
6,0.6,0.6,0.792957713112963
2,0.65,0.6,0.954465708900122
3,0.65,0.6,0.916010865128308
4,0.65,0.6,0.821423543884339
5,0.65,0.6,0.831420946117598
6,0.65,0.6,0.78553657431472
2,0.7,0.6,0.946936105534427
3,0.7,0.6,0.917193979785105
4,0.7,0.6,0.869835911534853
5,0.7,0.6,0.848632210501115
6,0.7,0.6,0.77854091672207
2,0.75,0.6,0.95554789757821
3,0.75,0.6,0.910909481410695
4,0.75,0.6,0.899259243350072
5,0.75,0.6,0.820245618818553
6,0.75,0.6,0.768886220259229
2,0.8,0.6,0.950609603491201
3,0.8,0.6,0.902291482101708
4,0.8,0.6,0.915665352581937
5,0.8,0.6,0.790524296220433
6,0.8,0.6,0.75945275171667
2,0.85,0.6,0.960275704579588
3,0.85,0.6,0.904781230994493
4,0.85,0.6,0.907624500196923
5,0.85,0.6,0.734288240589543
6,0.85,0.6,0.762318542706906
2,0.9,0.6,0.961645680714916
3,0.9,0.6,0.898912878760848
4,0.9,0.6,0.905393789721925
5,0.9,0.6,0.678411825994333
6,0.9,0.6,0.701467566657911
2,0.95,0.6,0.96083021910281
3,0.95,0.6,0.88558979288746
4,0.95,0.6,0.930659581516684
5,0.95,0.6,0.809092486039249
6,0.95,0.6,0.655219669224394
2,1,0.6,0.953295613734852
3,1,0.6,0.901405865216345
4,1,0.6,0.922166777079072
5,1,0.6,0.827549271296804
6,1,0.6,0.670667949172529
2,0,0.65,0.926780154289622
3,0,0.65,0.753862747392478
4,0,0.65,0.844384362703157
5,0,0.65,0.646733652730157
6,0,0.65,0.790134127788265
2,0.05,0.65,0.948607129029665
3,0.05,0.65,0.731418278142272
4,0.05,0.65,0.889557471358701
5,0.05,0.65,0.780227875566058
6,0.05,0.65,0.798116923297302
2,0.1,0.65,0.939095756202771
3,0.1,0.65,0.738714710674971
4,0.1,0.65,0.901471155551059
5,0.1,0.65,0.765025608560374
6,0.1,0.65,0.839935040575284
2,0.15,0.65,0.939291725025971
3,0.15,0.65,0.770888210424878
4,0.15,0.65,0.883151030931975
5,0.15,0.65,0.78587009640414
6,0.15,0.65,0.854605753572942
2,0.2,0.65,0.935149518294724
3,0.2,0.65,0.814458807564574
4,0.2,0.65,0.866024151625763
5,0.2,0.65,0.800656201130799
6,0.2,0.65,0.880898275194513
2,0.25,0.65,0.929864443275711
3,0.25,0.65,0.840904982075338
4,0.25,0.65,0.878485068238898
5,0.25,0.65,0.796042972662303
6,0.25,0.65,0.895276321214862
2,0.3,0.65,0.938315835220821
3,0.3,0.65,0.8278216019572
4,0.3,0.65,0.850083459951382
5,0.3,0.65,0.831179023507179
6,0.3,0.65,0.892206789662276
2,0.35,0.65,0.961702770258289
3,0.35,0.65,0.823836174417271
4,0.35,0.65,0.837225983279835
5,0.35,0.65,0.813251256073185
6,0.35,0.65,0.887101708310186
2,0.4,0.65,0.9480509688133
3,0.4,0.65,0.802923114156111
4,0.4,0.65,0.819694126435202
5,0.4,0.65,0.820895978848843
6,0.4,0.65,0.862941754232282
2,0.45,0.65,0.952227575036556
3,0.45,0.65,0.760094599737419
4,0.45,0.65,0.809108289573745
5,0.45,0.65,0.794286226557897
6,0.45,0.65,0.848192078388119
2,0.5,0.65,0.962355506457042
3,0.5,0.65,0.762425352101055
4,0.5,0.65,0.791910261199226
5,0.5,0.65,0.762139232407618
6,0.5,0.65,0.831209961583795
2,0.55,0.65,0.972091102585841
3,0.55,0.65,0.841707038542293
4,0.55,0.65,0.720663351355458
5,0.55,0.65,0.77419369849597
6,0.55,0.65,0.821125661839756
2,0.6,0.65,0.972137771674797
3,0.6,0.65,0.869213243680222
4,0.6,0.65,0.717174523170994
5,0.6,0.65,0.821852258449583
6,0.6,0.65,0.779626973683221
2,0.65,0.65,0.976065385018813
3,0.65,0.65,0.899612804725654
4,0.65,0.65,0.768237326419926
5,0.65,0.65,0.840299442912114
6,0.65,0.65,0.764685351825548
2,0.7,0.65,0.975927137583838
3,0.7,0.65,0.907376467241958
4,0.7,0.65,0.83034926429503
5,0.7,0.65,0.789756770086149
6,0.7,0.65,0.735507020239713
2,0.75,0.65,0.975138453496698
3,0.75,0.65,0.898001010954039
4,0.75,0.65,0.87853073443993
5,0.75,0.65,0.806933116844424
6,0.75,0.65,0.750247729999008
2,0.8,0.65,0.958925410705084
3,0.8,0.65,0.930220118972453
4,0.8,0.65,0.90735774709458
5,0.8,0.65,0.771910046989716
6,0.8,0.65,0.759767742309409
2,0.85,0.65,0.965089526928787
3,0.85,0.65,0.89870588094455
4,0.85,0.65,0.922877548547027
5,0.85,0.65,0.732090504636715
6,0.85,0.65,0.737246451738681
2,0.9,0.65,0.968440211590115
3,0.9,0.65,0.907337978619325
4,0.9,0.65,0.931296406076518
5,0.9,0.65,0.65729749929508
6,0.9,0.65,0.706217137336353
2,0.95,0.65,0.952950069617449
3,0.95,0.65,0.917411278586
4,0.95,0.65,0.933682107812455
5,0.95,0.65,0.813263259292017
6,0.95,0.65,0.679670926064965
2,1,0.65,0.95194483512565
3,1,0.65,0.912782336054867
4,1,0.65,0.923639279975487
5,1,0.65,0.818074710938283
6,1,0.65,0.658816472543212
2,0,0.7,0.92739142729238
3,0,0.7,0.682261266779314
4,0,0.7,0.6960327408508
5,0,0.7,0.725405259131309
6,0,0.7,0.70997476813694
2,0.05,0.7,0.912388476941083
3,0.05,0.7,0.692282074874513
4,0.05,0.7,0.846349033872765
5,0.05,0.7,0.680567198885047
6,0.05,0.7,0.7660947905507
2,0.1,0.7,0.90247066875018
3,0.1,0.7,0.72753082679918
4,0.1,0.7,0.880020066778981
5,0.1,0.7,0.66396976912571
6,0.1,0.7,0.8072694678953
2,0.15,0.7,0.891596587122844
3,0.15,0.7,0.697780894576287
4,0.15,0.7,0.890131927705095
5,0.15,0.7,0.763157719586584
6,0.15,0.7,0.827295088903458
2,0.2,0.7,0.910792434414285
3,0.2,0.7,0.702098115051148
4,0.2,0.7,0.896311224437224
5,0.2,0.7,0.772975915426713
6,0.2,0.7,0.850624443202922
2,0.25,0.7,0.913620980064612
3,0.25,0.7,0.757430599898328
4,0.25,0.7,0.872577599254117
5,0.25,0.7,0.745956917734229
6,0.25,0.7,0.850469308970198
2,0.3,0.7,0.93606400095209
3,0.3,0.7,0.784375009990704
4,0.3,0.7,0.864111131943981
5,0.3,0.7,0.75270526012597
6,0.3,0.7,0.867503783373089
2,0.35,0.7,0.944541159716524
3,0.35,0.7,0.786845450093084
4,0.35,0.7,0.85000215203167
5,0.35,0.7,0.773404949942598
6,0.35,0.7,0.862599695432212
2,0.4,0.7,0.944117856529948
3,0.4,0.7,0.798831886571136
4,0.4,0.7,0.842846545291745
5,0.4,0.7,0.800668542706258
6,0.4,0.7,0.842843709905709
2,0.45,0.7,0.961641523857848
3,0.45,0.7,0.787486554024955
4,0.45,0.7,0.849495326792405
5,0.45,0.7,0.786077270321627
6,0.45,0.7,0.828660919500336
2,0.5,0.7,0.963120716736339
3,0.5,0.7,0.737488798443873
4,0.5,0.7,0.822096471385489
5,0.5,0.7,0.780836180447353
6,0.5,0.7,0.7982886968248
2,0.55,0.7,0.959551879576052
3,0.55,0.7,0.741879264007652
4,0.55,0.7,0.817950899275963
5,0.55,0.7,0.772104537343832
6,0.55,0.7,0.774468915215161
2,0.6,0.7,0.971910953081924
3,0.6,0.7,0.807065382100155
4,0.6,0.7,0.727088154254556
5,0.6,0.7,0.754926253579178
6,0.6,0.7,0.782346775708091
2,0.65,0.7,0.976058173945131
3,0.65,0.7,0.840949655017405
4,0.65,0.7,0.713189025295102
5,0.65,0.7,0.792548932394849
6,0.65,0.7,0.74637871723352
2,0.7,0.7,0.974574372561198
3,0.7,0.7,0.874195141307153
4,0.7,0.7,0.794161208430265
5,0.7,0.7,0.784883824886596
6,0.7,0.7,0.756965344571455
2,0.75,0.7,0.975851236837771
3,0.75,0.7,0.893465977205204
4,0.75,0.7,0.860820962178977
5,0.75,0.7,0.784137265566419
6,0.75,0.7,0.734180884881892
2,0.8,0.7,0.969070562187426
3,0.8,0.7,0.905138671062891
4,0.8,0.7,0.886442284846236
5,0.8,0.7,0.773397303717052
6,0.8,0.7,0.724790612864265
2,0.85,0.7,0.954544144535204
3,0.85,0.7,0.902162971129224
4,0.85,0.7,0.928666990615797
5,0.85,0.7,0.724605150236711
6,0.85,0.7,0.702468908712826
2,0.9,0.7,0.948878500151571
3,0.9,0.7,0.906109813932396
4,0.9,0.7,0.917019490654772
5,0.9,0.7,0.654186155281211
6,0.9,0.7,0.735165395537728
2,0.95,0.7,0.968400897690621
3,0.95,0.7,0.913273463373829
4,0.95,0.7,0.943452917181135
5,0.95,0.7,0.81416544842929
6,0.95,0.7,0.636731360834751
2,1,0.7,0.965521171356999
3,1,0.7,0.886795923701507
4,1,0.7,0.924993019164806
5,1,0.7,0.651344092707924
6,1,0.7,0.651220722898977
2,0,0.75,0.899124507375641
