"k","alpha","omega","stabilite"
3,0.55,0.35,0.710822376801626
4,0.55,0.35,0.840993758644775
5,0.55,0.35,0.761033936691836
6,0.55,0.35,0.763244835394734
2,0.6,0.35,0.928753961560309
3,0.6,0.35,0.727381789754123
4,0.6,0.35,0.824067958888432
5,0.6,0.35,0.760911644689141
6,0.6,0.35,0.769699836953274
2,0.65,0.35,0.903352727351152
3,0.65,0.35,0.738904821373047
4,0.65,0.35,0.798575745187592
5,0.65,0.35,0.742529986026427
6,0.65,0.35,0.76187740491741
2,0.7,0.35,0.907825068383036
3,0.7,0.35,0.728361184487775
4,0.7,0.35,0.812379019153514
5,0.7,0.35,0.776652108607344
6,0.7,0.35,0.736113370727292
2,0.75,0.35,0.912299135134523
3,0.75,0.35,0.765214894414767
4,0.75,0.35,0.792713770324749
5,0.75,0.35,0.764923454406794
6,0.75,0.35,0.75234457851959
2,0.8,0.35,0.938355019147275
3,0.8,0.35,0.747883235756973
4,0.8,0.35,0.788997017645581
5,0.8,0.35,0.726746209510681
6,0.8,0.35,0.73178397393078
2,0.85,0.35,0.903996099053151
3,0.85,0.35,0.742660187593215
4,0.85,0.35,0.80822595340618
5,0.85,0.35,0.713279682185617
6,0.85,0.35,0.769630269099724
2,0.9,0.35,0.900327863468546
3,0.9,0.35,0.780630120414208
4,0.9,0.35,0.787729686319302
5,0.9,0.35,0.71385887831306
6,0.9,0.35,0.738531148051905
2,0.95,0.35,0.895977326740087
3,0.95,0.35,0.802581149284282
4,0.95,0.35,0.798325008895271
5,0.95,0.35,0.731839993482955
6,0.95,0.35,0.745453849496587
2,1,0.35,0.896860131157402
3,1,0.35,0.810633620268019
4,1,0.35,0.72677357640142
5,1,0.35,0.702107932700856
6,1,0.35,0.737807750215656
2,0,0.4,0.750279254814455
3,0,0.4,0.900541867525167
4,0,0.4,0.864722843528977
5,0,0.4,0.849093648541114
6,0,0.4,0.852558760017344
2,0.05,0.4,0.814774666982512
3,0.05,0.4,0.901589737605617
4,0.05,0.4,0.896004985661444
5,0.05,0.4,0.798417186892175
6,0.05,0.4,0.793443765058432
2,0.1,0.4,0.837896557635649
3,0.1,0.4,0.897771773494929
4,0.1,0.4,0.895317924176183
5,0.1,0.4,0.76759101521523
6,0.1,0.4,0.800093346819734
2,0.15,0.4,0.847929369252827
3,0.15,0.4,0.868332962955758
4,0.15,0.4,0.862835303364387
5,0.15,0.4,0.75434097781376
6,0.15,0.4,0.801433546476753
2,0.2,0.4,0.856442582529513
3,0.2,0.4,0.840240164031409
4,0.2,0.4,0.884782631484546
5,0.2,0.4,0.819149668431093
6,0.2,0.4,0.813274487469393
2,0.25,0.4,0.896275552964547
3,0.25,0.4,0.865111809118376
4,0.25,0.4,0.886813440868214
5,0.25,0.4,0.845729351755395
6,0.25,0.4,0.819340385581253
2,0.3,0.4,0.888044347953905
3,0.3,0.4,0.85081427085707
4,0.3,0.4,0.854033290204267
5,0.3,0.4,0.807398015367597
6,0.3,0.4,0.789293714653316
2,0.35,0.4,0.908385834542311
3,0.35,0.4,0.826675071898587
4,0.35,0.4,0.830808790777732
5,0.35,0.4,0.801109938776511
6,0.35,0.4,0.791330412684448
2,0.4,0.4,0.903991908255395
3,0.4,0.4,0.786788660229547
4,0.4,0.4,0.852516602667431
5,0.4,0.4,0.801164684715164
6,0.4,0.4,0.7670737061792
2,0.45,0.4,0.907653194173791
3,0.45,0.4,0.77970763655862
4,0.45,0.4,0.837619423253736
5,0.45,0.4,0.781920171577663
6,0.45,0.4,0.741264166014756
2,0.5,0.4,0.925930788276708
3,0.5,0.4,0.771569897591079
4,0.5,0.4,0.838091563066801
5,0.5,0.4,0.773283851873587
6,0.5,0.4,0.748022312253587
2,0.55,0.4,0.919620451371346
3,0.55,0.4,0.753438263415197
4,0.55,0.4,0.825742556737545
5,0.55,0.4,0.772417919188709
6,0.55,0.4,0.75361707930673
2,0.6,0.4,0.912734439665481
3,0.6,0.4,0.744829976980924
4,0.6,0.4,0.794918920091771
5,0.6,0.4,0.743415190873537
6,0.6,0.4,0.763515879549495
2,0.65,0.4,0.910010140955425
3,0.65,0.4,0.749469357536098
4,0.65,0.4,0.803460329207596
5,0.65,0.4,0.749376593731308
6,0.65,0.4,0.744585825273185
2,0.7,0.4,0.916697449890565
3,0.7,0.4,0.772575095538657
4,0.7,0.4,0.787194995960591
5,0.7,0.4,0.735818800710478
6,0.7,0.4,0.724235768341532
2,0.75,0.4,0.898698168253238
3,0.75,0.4,0.746798428359222
4,0.75,0.4,0.774867881251111
5,0.75,0.4,0.728363196686302
6,0.75,0.4,0.71989421862059
2,0.8,0.4,0.86636233209206
3,0.8,0.4,0.771539989504925
4,0.8,0.4,0.768279380318477
5,0.8,0.4,0.727426652104251
6,0.8,0.4,0.70758228592306
2,0.85,0.4,0.901166226946743
3,0.85,0.4,0.807574025101381
4,0.85,0.4,0.762596842943193
5,0.85,0.4,0.726924675867243
6,0.85,0.4,0.734630638477971
2,0.9,0.4,0.877581064171701
3,0.9,0.4,0.764519876721319
4,0.9,0.4,0.758991853463833
5,0.9,0.4,0.698117732579877
6,0.9,0.4,0.708132415533127
2,0.95,0.4,0.874176894422652
3,0.95,0.4,0.818563168914187
4,0.95,0.4,0.75714761358088
5,0.95,0.4,0.698806161737229
6,0.95,0.4,0.732065740202265
2,1,0.4,0.887034741311423
3,1,0.4,0.841954187791451
4,1,0.4,0.74405056083393
5,1,0.4,0.679799049597847
6,1,0.4,0.712856322753683
2,0,0.45,0.694346551518461
3,0,0.45,0.859825302625333
4,0,0.45,0.844192826485513
5,0,0.45,0.833548405422065
6,0,0.45,0.813948494961958
2,0.05,0.45,0.760649056062497
3,0.05,0.45,0.862971067154496
4,0.05,0.45,0.869369683130139
5,0.05,0.45,0.830304401347127
6,0.05,0.45,0.839024925128775
2,0.1,0.45,0.821261302374876
3,0.1,0.45,0.859594303554409
4,0.1,0.45,0.863572562574129
5,0.1,0.45,0.851293704022598
6,0.1,0.45,0.847521122231688
2,0.15,0.45,0.826587730550341
3,0.15,0.45,0.852534026264537
4,0.15,0.45,0.851968695637825
5,0.15,0.45,0.822215450943982
6,0.15,0.45,0.819923460429569
2,0.2,0.45,0.839043057408964
3,0.2,0.45,0.823542230122938
4,0.2,0.45,0.862087222472101
5,0.2,0.45,0.743156613054984
6,0.2,0.45,0.821348920997023
2,0.25,0.45,0.864177303126279
3,0.25,0.45,0.818066105766587
4,0.25,0.45,0.868150142346688
5,0.25,0.45,0.731659857546682
6,0.25,0.45,0.815923269649944
2,0.3,0.45,0.901611547409544
3,0.3,0.45,0.801175551322402
4,0.3,0.45,0.818560603264586
5,0.3,0.45,0.811998615804229
6,0.3,0.45,0.788492070377074
2,0.35,0.45,0.920887406383189
3,0.35,0.45,0.801566197878258
4,0.35,0.45,0.854112587716642
5,0.35,0.45,0.786629828140494
6,0.35,0.45,0.777023520970854
2,0.4,0.45,0.894367740469497
3,0.4,0.45,0.77198248671597
4,0.4,0.45,0.861188219946585
5,0.4,0.45,0.796790845598623
6,0.4,0.45,0.777088552808385
2,0.45,0.45,0.916132160827446
3,0.45,0.45,0.772892269627063
4,0.45,0.45,0.839278569241719
5,0.45,0.45,0.769794750052596
6,0.45,0.45,0.745963704316062
2,0.5,0.45,0.921906663376488
3,0.5,0.45,0.753691974996441
4,0.5,0.45,0.816136760185121
5,0.5,0.45,0.753222784805436
6,0.5,0.45,0.720158371419023
2,0.55,0.45,0.919434223067143
3,0.55,0.45,0.742205617141957
4,0.55,0.45,0.812051966161171
5,0.55,0.45,0.755013028337823
6,0.55,0.45,0.760275391922604
2,0.6,0.45,0.919331919108752
3,0.6,0.45,0.783228399360532
4,0.6,0.45,0.779064995780374
5,0.6,0.45,0.740410810800348
6,0.6,0.45,0.733457863028996
2,0.65,0.45,0.910668426005483
3,0.65,0.45,0.805461793578293
4,0.65,0.45,0.779759092076746
5,0.65,0.45,0.725608312874622
6,0.65,0.45,0.718819326491783
2,0.7,0.45,0.923038248618322
3,0.7,0.45,0.805172973803446
4,0.7,0.45,0.779219974202603
5,0.7,0.45,0.759227216823755
6,0.7,0.45,0.722197395959707
2,0.75,0.45,0.912739075440949
3,0.75,0.45,0.759447269660756
4,0.75,0.45,0.746544349318289
5,0.75,0.45,0.733767941463285
6,0.75,0.45,0.720931247720189
2,0.8,0.45,0.877634678993251
3,0.8,0.45,0.832085551176104
4,0.8,0.45,0.747212634840727
5,0.8,0.45,0.722938771121072
6,0.8,0.45,0.690573055202995
2,0.85,0.45,0.908109371313898
3,0.85,0.45,0.787788928371747
4,0.85,0.45,0.751381695202518
5,0.85,0.45,0.69655312938228
6,0.85,0.45,0.697107001046695
2,0.9,0.45,0.909207661077662
3,0.9,0.45,0.803248015244467
4,0.9,0.45,0.756530648891414
5,0.9,0.45,0.723670787931113
6,0.9,0.45,0.717181447815953
2,0.95,0.45,0.91241455988834
3,0.95,0.45,0.793148543475095
4,0.95,0.45,0.722860851171774
5,0.95,0.45,0.700674606338221
6,0.95,0.45,0.728885335244958
2,1,0.45,0.882448359909314
3,1,0.45,0.807789555938174
4,1,0.45,0.720487833870758
5,1,0.45,0.690443775723203
6,1,0.45,0.691370425077237
2,0,0.5,0.735902590777198
3,0,0.5,0.820151661899727
4,0,0.5,0.828142033512257
5,0,0.5,0.867978332200474
6,0,0.5,0.84635164701829
2,0.05,0.5,0.819289810383477
3,0.05,0.5,0.840682956242339
4,0.05,0.5,0.855131695047977
5,0.05,0.5,0.861475710681669
6,0.05,0.5,0.8421090644175
2,0.1,0.5,0.837313074811931
3,0.1,0.5,0.80716145461597
4,0.1,0.5,0.844093710507096
5,0.1,0.5,0.843654566835714
6,0.1,0.5,0.851428254683898
2,0.15,0.5,0.818499227905989
3,0.15,0.5,0.789931699075659
4,0.15,0.5,0.832151500514734
5,0.15,0.5,0.811275224588263
6,0.15,0.5,0.834325402391433
2,0.2,0.5,0.845353672765328
3,0.2,0.5,0.790465332478506
4,0.2,0.5,0.848293399450105
5,0.2,0.5,0.842964507853034
6,0.2,0.5,0.819910256602669
2,0.25,0.5,0.923490997893251
3,0.25,0.5,0.780087634112907
4,0.25,0.5,0.863801408546316
5,0.25,0.5,0.814845515673652
6,0.25,0.5,0.78602320984824
2,0.3,0.5,0.907047406758612
3,0.3,0.5,0.770147639049617
4,0.3,0.5,0.819145865973932
5,0.3,0.5,0.7801821808515
6,0.3,0.5,0.783927399794378
2,0.35,0.5,0.932860659525164
3,0.35,0.5,0.763341553183994
4,0.35,0.5,0.821059701586122
5,0.35,0.5,0.811455320511419
6,0.35,0.5,0.75124515899051
2,0.4,0.5,0.925073475841703
3,0.4,0.5,0.748480870756819
4,0.4,0.5,0.830014522983701
5,0.4,0.5,0.788134443953422
6,0.4,0.5,0.777299344251231
2,0.45,0.5,0.93532237093263
3,0.45,0.5,0.724989014848292
4,0.45,0.5,0.828502801368267
5,0.45,0.5,0.759400895908732
6,0.45,0.5,0.743544621403233
2,0.5,0.5,0.926997702780619
3,0.5,0.5,0.723401566944287
4,0.5,0.5,0.797847513997451
5,0.5,0.5,0.74882177025225
6,0.5,0.5,0.727313690239065
2,0.55,0.5,0.937865084113393
3,0.55,0.5,0.735554611115744
4,0.55,0.5,0.77875605898183
5,0.55,0.5,0.754422057713316
6,0.55,0.5,0.737863497947892
2,0.6,0.5,0.905097909765169
3,0.6,0.5,0.746402592797449
4,0.6,0.5,0.765253121247871
5,0.6,0.5,0.720508398907901
6,0.6,0.5,0.739714524458905
2,0.65,0.5,0.900752041028657
3,0.65,0.5,0.83511599841679
4,0.65,0.5,0.732057934787861
5,0.65,0.5,0.703843663484614
6,0.65,0.5,0.701628083515502
2,0.7,0.5,0.931980955916918
3,0.7,0.5,0.788561493626478
4,0.7,0.5,0.757256961173259
5,0.7,0.5,0.711560953996139
6,0.7,0.5,0.717054129234039
2,0.75,0.5,0.920856806941022
3,0.75,0.5,0.800367209408822
4,0.75,0.5,0.785085051833294
5,0.75,0.5,0.739313785640995
6,0.75,0.5,0.693336759577864
2,0.8,0.5,0.90855033403347
3,0.8,0.5,0.79241825547374
4,0.8,0.5,0.754951701386592
5,0.8,0.5,0.724141329220861
6,0.8,0.5,0.705865982036872
2,0.85,0.5,0.91693444360745
3,0.85,0.5,0.812079629432042
4,0.85,0.5,0.767281135858789
5,0.85,0.5,0.722055122094129
6,0.85,0.5,0.709396008383223
2,0.9,0.5,0.936620724296908
3,0.9,0.5,0.830541007332706
4,0.9,0.5,0.737746901705458
5,0.9,0.5,0.750187631697578
6,0.9,0.5,0.71877475762765
2,0.95,0.5,0.91739954120895
3,0.95,0.5,0.825379406275265
4,0.95,0.5,0.756727078965203
5,0.95,0.5,0.731283597916084
6,0.95,0.5,0.694553806754621
2,1,0.5,0.911619064936405
3,1,0.5,0.803106733851723
4,1,0.5,0.756685207421423
5,1,0.5,0.710109549080725
6,1,0.5,0.719687729478807
2,0,0.55,0.633730008247114
3,0,0.55,0.888535807596212
4,0,0.55,0.86855056633311
5,0,0.55,0.848750978043263
6,0,0.55,0.821334069505344
2,0.05,0.55,0.807025944387667
3,0.05,0.55,0.821373264477743
4,0.05,0.55,0.837225568000583
5,0.05,0.55,0.862827484358816
6,0.05,0.55,0.844479360165909
2,0.1,0.55,0.81976303632935
3,0.1,0.55,0.803520557049133
4,0.1,0.55,0.830863995180478
5,0.1,0.55,0.8422377637114
6,0.1,0.55,0.845428747266175
2,0.15,0.55,0.817290803662912
3,0.15,0.55,0.7772070607344
4,0.15,0.55,0.847504730490734
5,0.15,0.55,0.829633754679673
6,0.15,0.55,0.808587429156106
2,0.2,0.55,0.844810163369737
3,0.2,0.55,0.775926270679052
4,0.2,0.55,0.842908704395014
5,0.2,0.55,0.803669637543075
6,0.2,0.55,0.809913643730307
2,0.25,0.55,0.916561725190255
3,0.25,0.55,0.774234814785635
4,0.25,0.55,0.826269596671684
5,0.25,0.55,0.814805834708236
6,0.25,0.55,0.814077908625892
2,0.3,0.55,0.93116918215644
3,0.3,0.55,0.775220410154293
4,0.3,0.55,0.821025839949879
5,0.3,0.55,0.832862225325776
6,0.3,0.55,0.785130809098616
2,0.35,0.55,0.952665198963326
3,0.35,0.55,0.780249290185287
4,0.35,0.55,0.820260506819687
5,0.35,0.55,0.793613413063492
6,0.35,0.55,0.783545944074311
2,0.4,0.55,0.952378378288728
3,0.4,0.55,0.738314465032172
4,0.4,0.55,0.804393750948241
5,0.4,0.55,0.775568584595495
6,0.4,0.55,0.777047561183191
2,0.45,0.55,0.955910534835449
3,0.45,0.55,0.720963676218278
4,0.45,0.55,0.794993669793974
5,0.45,0.55,0.789858348341381
6,0.45,0.55,0.746753376204454
2,0.5,0.55,0.929222452490685
3,0.5,0.55,0.743491115544052
4,0.5,0.55,0.802490324262163
5,0.5,0.55,0.766194084500734
6,0.5,0.55,0.700436865478863
2,0.55,0.55,0.915854905104336
3,0.55,0.55,0.792631575453379
4,0.55,0.55,0.769474522951622
5,0.55,0.55,0.770520925068858
6,0.55,0.55,0.718815247744994
2,0.6,0.55,0.936311841303448
3,0.6,0.55,0.792615048218415
4,0.6,0.55,0.759929474137867
5,0.6,0.55,0.741022434114507
6,0.6,0.55,0.702752561219
2,0.65,0.55,0.938538515235353
3,0.65,0.55,0.811989150797856
4,0.65,0.55,0.777921032035147
5,0.65,0.55,0.71818132829652
6,0.65,0.55,0.697630878268114
2,0.7,0.55,0.929516576082737
3,0.7,0.55,0.814976078517745
4,0.7,0.55,0.783995772455969
5,0.7,0.55,0.724020431887951
6,0.7,0.55,0.690882433269268
2,0.75,0.55,0.944474189088
3,0.75,0.55,0.798095105252232
4,0.75,0.55,0.770857147625927
5,0.75,0.55,0.725288168201263
6,0.75,0.55,0.714035304131446
2,0.8,0.55,0.948677863346419
3,0.8,0.55,0.812092733190929
4,0.8,0.55,0.788772445255717
5,0.8,0.55,0.732046188650773
6,0.8,0.55,0.705524991578262
2,0.85,0.55,0.920731561048929
3,0.85,0.55,0.811929282799762
4,0.85,0.55,0.740366078878837
5,0.85,0.55,0.713597870387759
6,0.85,0.55,0.606236255961286
2,0.9,0.55,0.914188296495854
3,0.9,0.55,0.813979194353721
4,0.9,0.55,0.776159319342326
5,0.9,0.55,0.722921944305431
6,0.9,0.55,0.641384482290825
2,0.95,0.55,0.910494746945784
3,0.95,0.55,0.822348318896017
4,0.95,0.55,0.751847397216456
5,0.95,0.55,0.738012099725242
6,0.95,0.55,0.650861957210469
2,1,0.55,0.903601896465553
3,1,0.55,0.825490027043077
4,1,0.55,0.743488518320736
5,1,0.55,0.726758006635872
6,1,0.55,0.655079649448753
2,0,0.6,0.680003289943249
3,0,0.6,0.890729393861057
4,0,0.6,0.910427981562752
5,0,0.6,0.863043867516705
6,0,0.6,0.784906028613573
2,0.05,0.6,0.745037148485355
3,0.05,0.6,0.861468622189266
4,0.05,0.6,0.864866865250264
5,0.05,0.6,0.852920575842929
6,0.05,0.6,0.817017090070851
2,0.1,0.6,0.822460032054132
3,0.1,0.6,0.783687936975657
4,0.1,0.6,0.790801401247578
5,0.1,0.6,0.825472858114493
6,0.1,0.6,0.826760962368792
2,0.15,0.6,0.893701684178756
3,0.15,0.6,0.755109060835779
4,0.15,0.6,0.793550969931055
5,0.15,0.6,0.813768238294622
6,0.15,0.6,0.781744260003694
2,0.2,0.6,0.864023123453222
3,0.2,0.6,0.77299596585981
4,0.2,0.6,0.807694111407331
5,0.2,0.6,0.827694337450054
6,0.2,0.6,0.814938119735046
2,0.25,0.6,0.907123265349763
3,0.25,0.6,0.762295063049918
4,0.25,0.6,0.81076093110836
5,0.25,0.6,0.836349417272342
6,0.25,0.6,0.77972435238211
2,0.3,0.6,0.928726170726641
3,0.3,0.6,0.744482700040421
4,0.3,0.6,0.800719502904275
5,0.3,0.6,0.823693266890785
6,0.3,0.6,0.771610950723847
2,0.35,0.6,0.95268071853425
3,0.35,0.6,0.744250425141225
4,0.35,0.6,0.822902367577947
5,0.35,0.6,0.799024141167644
6,0.35,0.6,0.749349135774144
2,0.4,0.6,0.957085504814448
3,0.4,0.6,0.709532798389115
4,0.4,0.6,0.820382209996245
5,0.4,0.6,0.794908566953687
6,0.4,0.6,0.720902545383355
2,0.45,0.6,0.932169689088777
3,0.45,0.6,0.711684393603246
4,0.45,0.6,0.815261884417063
5,0.45,0.6,0.785790835813437
6,0.45,0.6,0.702530632031407
2,0.5,0.6,0.93261196313186
3,0.5,0.6,0.772550601926814
4,0.5,0.6,0.799203996277493
5,0.5,0.6,0.798790311200789
6,0.5,0.6,0.690950560293284
2,0.55,0.6,0.931582453789888
3,0.55,0.6,0.789517451155719
4,0.55,0.6,0.78146309030216
5,0.55,0.6,0.727668504399272
6,0.55,0.6,0.703278182639569
2,0.6,0.6,0.929610278004579
3,0.6,0.6,0.79115082344905
4,0.6,0.6,0.773401826373624
5,0.6,0.6,0.758550624579256
6,0.6,0.6,0.721148823159786
2,0.65,0.6,0.945146380633363
3,0.65,0.6,0.786844158505013
4,0.65,0.6,0.747645590355256
5,0.65,0.6,0.712397903365707
6,0.65,0.6,0.684283655720388
2,0.7,0.6,0.930048639955858
3,0.7,0.6,0.832729738604789
4,0.7,0.6,0.759601435921585
5,0.7,0.6,0.721115103021382
6,0.7,0.6,0.624581822467139
2,0.75,0.6,0.930259032393452
3,0.75,0.6,0.837091284690051
4,0.75,0.6,0.761823583975001
5,0.75,0.6,0.739266211080219
6,0.75,0.6,0.594418766845994
2,0.8,0.6,0.897556923850501
3,0.8,0.6,0.820825946906852
4,0.8,0.6,0.754895599027281
5,0.8,0.6,0.726920347281646
6,0.8,0.6,0.612518087212139
2,0.85,0.6,0.894379489587795
3,0.85,0.6,0.78728047247361
4,0.85,0.6,0.73934587497197
5,0.85,0.6,0.73351516340568
6,0.85,0.6,0.599946212959257
2,0.9,0.6,0.878134263516973
3,0.9,0.6,0.787275517016456
4,0.9,0.6,0.750760889524363
5,0.9,0.6,0.714976201190944
6,0.9,0.6,0.598494956685107
2,0.95,0.6,0.865720952945891
3,0.95,0.6,0.810006398859191
4,0.95,0.6,0.723375902713283
5,0.95,0.6,0.693248645620827
6,0.95,0.6,0.661779359847598
2,1,0.6,0.826498356947463
3,1,0.6,0.811588002102674
4,1,0.6,0.702752472833082
5,1,0.6,0.697675319280064
6,1,0.6,0.639190994705266
2,0,0.65,0.748274749732127
3,0,0.65,0.866947080096299
4,0,0.65,0.913864636518474
5,0,0.65,0.848114709671153
6,0,0.65,0.833618117937588
2,0.05,0.65,0.750707401983928
3,0.05,0.65,0.859343923485944
4,0.05,0.65,0.866717081857383
5,0.05,0.65,0.851370139958787
6,0.05,0.65,0.817940552565614
2,0.1,0.65,0.844996577003681
3,0.1,0.65,0.795234179637259
4,0.1,0.65,0.835386363727012
5,0.1,0.65,0.841203578759388
6,0.1,0.65,0.791585258450521
2,0.15,0.65,0.894901867751864
3,0.15,0.65,0.760905784761265
4,0.15,0.65,0.813361846588433
5,0.15,0.65,0.828148071040714
6,0.15,0.65,0.793289058289857
2,0.2,0.65,0.890880750443749
3,0.2,0.65,0.75614064497269
4,0.2,0.65,0.812302847633152
5,0.2,0.65,0.830459066474934
6,0.2,0.65,0.769474092166079
2,0.25,0.65,0.880660721299866
3,0.25,0.65,0.765254466421365
4,0.25,0.65,0.801518456434957
5,0.25,0.65,0.81290173828081
6,0.25,0.65,0.768606058202735
2,0.3,0.65,0.945783201484683
3,0.3,0.65,0.74002917930313
4,0.3,0.65,0.802828689856082
5,0.3,0.65,0.834493184280615
6,0.3,0.65,0.73648947351204
2,0.35,0.65,0.932738219658053
3,0.35,0.65,0.737313268172422
4,0.35,0.65,0.821022824680356
5,0.35,0.65,0.814978812286426
6,0.35,0.65,0.744687977325819
2,0.4,0.65,0.933351460982948
3,0.4,0.65,0.694085342875572
4,0.4,0.65,0.820776753050238
5,0.4,0.65,0.777970577100802
6,0.4,0.65,0.737596073235156
2,0.45,0.65,0.935250554594364
3,0.45,0.65,0.673380883125271
4,0.45,0.65,0.782449660463107
5,0.45,0.65,0.775328483798562
6,0.45,0.65,0.717335535099931
2,0.5,0.65,0.93731669518912
3,0.5,0.65,0.75696165229224
4,0.5,0.65,0.787424703753978
5,0.5,0.65,0.765498402908016
6,0.5,0.65,0.709644171302583
2,0.55,0.65,0.934654700650541
3,0.55,0.65,0.777928607261892
4,0.55,0.65,0.781126321503921
5,0.55,0.65,0.758248918995518
6,0.55,0.65,0.652690151930987
2,0.6,0.65,0.933423907150326
3,0.6,0.65,0.806615847477083
4,0.6,0.65,0.765644989849636
5,0.6,0.65,0.740090624606287
6,0.6,0.65,0.643763959961455
2,0.65,0.65,0.925060649186411
3,0.65,0.65,0.827085509753941
4,0.65,0.65,0.765972488417854
5,0.65,0.65,0.730882575374916
6,0.65,0.65,0.627414254587896
2,0.7,0.65,0.92813976836409
3,0.7,0.65,0.800681151275807
4,0.7,0.65,0.765394713539413
5,0.7,0.65,0.68395697269802
6,0.7,0.65,0.674605932881959
2,0.75,0.65,0.92687574900908
3,0.75,0.65,0.817394189384485
4,0.75,0.65,0.729007039692663
5,0.75,0.65,0.739958095647629
6,0.75,0.65,0.596762532719368
2,0.8,0.65,0.915638063083745
3,0.8,0.65,0.811787212009594
4,0.8,0.65,0.744757658342434
5,0.8,0.65,0.744556891197207
6,0.8,0.65,0.643603204834591
2,0.85,0.65,0.880834409979072
3,0.85,0.65,0.811294475423115
4,0.85,0.65,0.758876291329724
5,0.85,0.65,0.685209929626715
6,0.85,0.65,0.578157182831093
2,0.9,0.65,0.842949475811776
3,0.9,0.65,0.793061588531732
4,0.9,0.65,0.742078870147694
5,0.9,0.65,0.706143089660764
6,0.9,0.65,0.62463331034192
2,0.95,0.65,0.835503403002811
3,0.95,0.65,0.774691392486081
4,0.95,0.65,0.712445457409264
5,0.95,0.65,0.566101955320212
6,0.95,0.65,0.644558776712938
2,1,0.65,0.789006043260697
3,1,0.65,0.752734620923349
4,1,0.65,0.694433906496157
5,1,0.65,0.542399656990491
6,1,0.65,0.6255633092134
2,0,0.7,0.779344295164819
3,0,0.7,0.877194241615123
4,0,0.7,0.935363391146197
5,0,0.7,0.860577262857631
6,0,0.7,0.822867049189093
2,0.05,0.7,0.705457042239927
3,0.05,0.7,0.89926936080759
4,0.05,0.7,0.906409814694495
5,0.05,0.7,0.84194149753076
6,0.05,0.7,0.794527769615481
2,0.1,0.7,0.810358567418979
3,0.1,0.7,0.868056370029434
4,0.1,0.7,0.849913906941767
5,0.1,0.7,0.827817961831459
6,0.1,0.7,0.771601910809368
2,0.15,0.7,0.860490007250247
3,0.15,0.7,0.764565659881552
4,0.15,0.7,0.803861684098174
5,0.15,0.7,0.822019386491287
6,0.15,0.7,0.778886281668424
2,0.2,0.7,0.890517132396588
3,0.2,0.7,0.76178259186675
4,0.2,0.7,0.794564732456477
5,0.2,0.7,0.818214087078929
6,0.2,0.7,0.744714617850697
2,0.25,0.7,0.868810860762663
3,0.25,0.7,0.764898683001832
4,0.25,0.7,0.794661339437746
5,0.25,0.7,0.818832963832553
6,0.25,0.7,0.795874009005326
2,0.3,0.7,0.914761126568886
3,0.3,0.7,0.734763303737112
4,0.3,0.7,0.786905336279861
5,0.3,0.7,0.797993026223279
6,0.3,0.7,0.773734747981595
2,0.35,0.7,0.91987255750918
3,0.35,0.7,0.714539775496334
4,0.35,0.7,0.802766603296503
5,0.35,0.7,0.772936619954304
6,0.35,0.7,0.751373425621037
2,0.4,0.7,0.929450309216619
3,0.4,0.7,0.674327048442408
4,0.4,0.7,0.773905193257916
5,0.4,0.7,0.760528008175677
6,0.4,0.7,0.716111506330583
2,0.45,0.7,0.920808736490336
3,0.45,0.7,0.734004315839957
4,0.45,0.7,0.776123876294049
5,0.45,0.7,0.738246978208104
6,0.45,0.7,0.66238777347454
2,0.5,0.7,0.935099922665055
3,0.5,0.7,0.798358713093333
4,0.5,0.7,0.772643580732742
5,0.5,0.7,0.727762064649602
6,0.5,0.7,0.697376126603763
2,0.55,0.7,0.939218320992034
3,0.55,0.7,0.77790304475399
4,0.55,0.7,0.768911090151676
5,0.55,0.7,0.671628467461367
6,0.55,0.7,0.694594826521958
2,0.6,0.7,0.937169949025469
3,0.6,0.7,0.807173009045511
4,0.6,0.7,0.727959928162485
5,0.6,0.7,0.659317523586105
6,0.6,0.7,0.686006530181695
2,0.65,0.7,0.931450187591632
3,0.65,0.7,0.794046934244867
4,0.65,0.7,0.760572894439674
5,0.65,0.7,0.672459826518363
6,0.65,0.7,0.666452242097221
2,0.7,0.7,0.904929179128907
3,0.7,0.7,0.8226401362898
4,0.7,0.7,0.753371293911858
5,0.7,0.7,0.68438405667365
6,0.7,0.7,0.671430799157526
2,0.75,0.7,0.910127288091089
3,0.75,0.7,0.80274369287356
4,0.75,0.7,0.746946309572478
5,0.75,0.7,0.722851724280694
6,0.75,0.7,0.608124776514715
2,0.8,0.7,0.855657928402245
3,0.8,0.7,0.799953599745622
4,0.8,0.7,0.730030291292936
5,0.8,0.7,0.698660816934749
6,0.8,0.7,0.623122090769856
2,0.85,0.7,0.840926984996495
3,0.85,0.7,0.802182658282538
4,0.85,0.7,0.743283686900813
5,0.85,0.7,0.698866923256622
6,0.85,0.7,0.621655798136609
2,0.9,0.7,0.837310388753799
3,0.9,0.7,0.798494463649471
4,0.9,0.7,0.72719359131096
5,0.9,0.7,0.550707539746838
6,0.9,0.7,0.622263022648261
2,0.95,0.7,0.790458360366042
3,0.95,0.7,0.749986280054427
4,0.95,0.7,0.700700790659106
5,0.95,0.7,0.554160574291723
6,0.95,0.7,0.64764439265183
2,1,0.7,0.939180559302955
3,1,0.7,0.827173499000462
4,1,0.7,0.70731632259603
5,1,0.7,0.547735691219682
6,1,0.7,0.638666606862168
2,0,0.75,0.872956519182777
